tie,oddshome,oddsdraw,oddsaway,season,hometeam,awayteam,pcthomeunadj,pctdrawunadj,pctawayunadj,pcthome,pctdraw,pctaway
Juventus - Atl. Madrid,-133,262,447,2019,Juventus,Atl. Madrid,0.5708154506437768,0.27624309392265195,0.18281535648994515,0.5542576135372239,0.26823001693634607,0.17751236952643012
Manchester City - Schalke,-286,878,2129,2019,Manchester City,Schalke,0.7409326424870466,0.10224948875255624,0.04486316733961418,0.8343410450710839,0.11513994715826448,0.05051900777065171
FC Porto - AS Roma,-127,309,342,2019,FC Porto,AS Roma,0.5594713656387665,0.24449877750611246,0.22624434389140272,0.5430629957925095,0.23732803273761552,0.21960897146987501
Paris SG - Manchester Utd,-204,366,567,2019,Paris SG,Manchester Utd,0.6710526315789473,0.2145922746781116,0.14992503748125938,0.6480031944114805,0.2072214204126589,0.14477538517586064
Dortmund - Tottenham,104,273,262,2019,Dortmund,Tottenham,0.49019607843137253,0.2680965147453083,0.27624309392265195,0.47383196591874116,0.25914670522097377,0.2670213288602851
Real Madrid - Ajax,-132,305,357,2019,Real Madrid,Ajax,0.5689655172413793,0.24691358024691357,0.2188183807439825,0.5498858644300807,0.23863359623602454,0.21148053933389482
Atl. Madrid - Juventus,190,190,194,2019,Atl. Madrid,Juventus,0.3448275862068966,0.3448275862068966,0.3401360544217687,0.33485193621867887,0.33485193621867887,0.33029612756264237
Schalke - Manchester City,972,458,-323,2019,Schalke,Manchester City,0.09328358208955224,0.17921146953405018,0.7635933806146572,0.09003438238185124,0.17296927941459592,0.7369963382035527
Liverpool - Bayern Munich,129,248,223,2019,Liverpool,Bayern Munich,0.4366812227074236,0.28735632183908044,0.30959752321981426,0.422471369562848,0.2780055851433683,0.2995230452937839
Lyon - Barcelona,372,290,-130,2019,Lyon,Barcelona,0.211864406779661,0.2564102564102564,0.5652173913043478,0.2049985830644203,0.24810084924719583,0.5469005676883839
Ajax - Real Madrid,233,265,119,2019,Ajax,Real Madrid,0.3003003003003003,0.273972602739726,0.45662100456621,0.2913008778930567,0.2657621707901038,0.44293695131683963
Tottenham - Dortmund,110,236,290,2019,Tottenham,Dortmund,0.47619047619047616,0.2976190476190476,0.2564102564102564,0.46222222222222226,0.2888888888888889,0.24888888888888888
AS Roma - FC Porto,110,240,280,2019,AS Roma,FC Porto,0.47619047619047616,0.29411764705882354,0.2631578947368421,0.46077032810271046,0.2845934379457918,0.25463623395149787
Manchester Utd - Paris SG,135,248,214,2019,Manchester Utd,Paris SG,0.425531914893617,0.28735632183908044,0.3184713375796178,0.41259316875722135,0.2786189501665144,0.30878788107626437
